id,approvedName,bioType,proteinAnnotations.functions,reactome
ENSG00000171608,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta",protein_coding,"['Phosphoinositide-3-kinase (PI3K) phosphorylates phosphatidylinositol (PI) and its phosphorylated derivatives at position 3 of the inositol ring to produce 3-phosphoinositides (PubMed:9235916). Uses ATP and PtdIns(4,5)P2 (phosphatidylinositol 4,5-bisphosphate) to generate phosphatidylinositol 3,4,5-trisphosphate (PIP3) (PubMed:15135396). PIP3 plays a key role by recruiting PH domain-containing proteins to the membrane, including AKT1 and PDPK1, activating signaling cascades involved in cell growth, survival, proliferation, motility and morphology. Mediates immune responses. Plays a role in B-cell development, proliferation, migration, and function. Required for B-cell receptor (BCR) signaling. Mediates B-cell proliferation response to anti-IgM, anti-CD40 and IL4 stimulation. Promotes cytokine production in response to TLR4 and TLR9. Required for antibody class switch mediated by TLR9. Involved in the antigen presentation function of B-cells. Involved in B-cell chemotaxis in response to CXCL13 and sphingosine 1-phosphate (S1P). Required for proliferation, signaling and cytokine production of naive, effector and memory T-cells. Required for T-cell receptor (TCR) signaling. Mediates TCR signaling events at the immune synapse. Activation by TCR leads to antigen-dependent memory T-cell migration and retention to antigenic tissues. Together with PIK3CG participates in T-cell development. Contributes to T-helper cell expansion and differentiation. Required for T-cell migration mediated by homing receptors SELL/CD62L, CCR7 and S1PR1 and antigen dependent recruitment of T-cells. Together with PIK3CG is involved in natural killer (NK) cell development and migration towards the sites of inflammation. Participates in NK cell receptor activation. Plays a role in NK cell maturation and cytokine production. Together with PIK3CG is involved in neutrophil chemotaxis and extravasation. Together with PIK3CG participates in neutrophil respiratory burst. Plays important roles in mast-cell development and mast cell mediated allergic response. Involved in stem cell factor (SCF)-mediated proliferation, adhesion and migration. Required for allergen-IgE-induced degranulation and cytokine release. The lipid kinase activity is required for its biological function. Isoform 2 may be involved in stabilizing total RAS levels, resulting in increased ERK phosphorylation and increased PI3K activity.']","['R-HSA-1257604' 'R-HSA-1660499' 'R-HSA-2219530' 'R-HSA-512988'
 'R-HSA-6811558' 'R-HSA-8853659' 'R-HSA-9027276' 'R-HSA-912526'
 'R-HSA-912631' 'R-HSA-983695']"
ENSG00000171720,histone deacetylase 3,protein_coding,"[""Responsible for the deacetylation of lysine residues on the N-terminal part of the core histones (H2A, H2B, H3 and H4), and some other non-histone substrates. Histone deacetylation gives a tag for epigenetic repression and plays an important role in transcriptional regulation, cell cycle progression and developmental events. Histone deacetylases act via the formation of large multiprotein complexes. Participates in the BCL6 transcriptional repressor activity by deacetylating the H3 'Lys-27' (H3K27) on enhancer elements, antagonizing EP300 acetyltransferase activity and repressing proximal gene expression. Probably participates in the regulation of transcription through its binding to the zinc-finger transcription factor YY1; increases YY1 repression activity. Required to repress transcription of the POU1F1 transcription factor. Acts as a molecular chaperone for shuttling phosphorylated NR2C1 to PML bodies for sumoylation (PubMed:21444723, PubMed:23911289). Contributes, together with XBP1 isoform 1, to the activation of NFE2L2-mediated HMOX1 transcription factor gene expression in a PI(3)K/mTORC2/Akt-dependent signaling pathway leading to endothelial cell (EC) survival under disturbed flow/oxidative stress (PubMed:25190803). Regulates both the transcriptional activation and repression phases of the circadian clock in a deacetylase activity-independent manner (By similarity). During the activation phase, promotes the accumulation of ubiquitinated ARNTL/BMAL1 at the E-boxes and during the repression phase, blocks FBXL3-mediated CRY1/2 ubiquitination and promotes the interaction of CRY1 and ARNTL/BMAL1 (By similarity). The NCOR1-HDAC3 complex regulates the circadian expression of the core clock gene ARTNL/BMAL1 and the genes involved in lipid metabolism in the liver (By similarity). Serves as a corepressor of RARA, causing its deacetylation and inhibition of RARE DNA element binding (PubMed:28167758). In association with RARA, plays a role in the repression of microRNA-10a and thereby in the inflammatory response (PubMed:28167758). Interacts with SETD5 (By similarity).""]","['R-HSA-1368071' 'R-HSA-193670' 'R-HSA-1989781' 'R-HSA-2122947'
 'R-HSA-2151201' 'R-HSA-2644606' 'R-HSA-2894862' 'R-HSA-3214815'
 'R-HSA-350054' 'R-HSA-381340' 'R-HSA-390471' 'R-HSA-400206'
 'R-HSA-400253' 'R-HSA-5617472' 'R-HSA-8940973' 'R-HSA-8943724'
 'R-HSA-9022537' 'R-HSA-9022692' 'R-HSA-9029569' 'R-HSA-9609690']"
ENSG00000175482,"DNA polymerase delta 4, accessory subunit",protein_coding,"[""As a component of the tetrameric DNA polymerase delta complex (Pol-delta4), plays a role in high fidelity genome replication and repair. Within this complex, increases the rate of DNA synthesis and decreases fidelity by regulating POLD1 polymerase and proofreading 3' to 5' exonuclease activity (PubMed:16510448, PubMed:19074196, PubMed:20334433). Pol-delta4 participates in Okazaki fragment processing, through both the short flap pathway, as well as a nick translation system (PubMed:24035200). Under conditions of DNA replication stress, required for the repair of broken replication forks through break-induced replication (BIR), a mechanism that may induce segmental genomic duplications of up to 200 kb (PubMed:24310611). Involved in Pol-delta4 translesion synthesis (TLS) of templates carrying O6-methylguanine or abasic sites (PubMed:19074196). Its degradation in response to DNA damage is required for the inhibition of fork progression and cell survival (PubMed:24022480).""]","['R-HSA-110314' 'R-HSA-174411' 'R-HSA-174414' 'R-HSA-174417'
 'R-HSA-174437' 'R-HSA-5358565' 'R-HSA-5358606' 'R-HSA-5651801'
 'R-HSA-5656169' 'R-HSA-5685942' 'R-HSA-5696397' 'R-HSA-5696400'
 'R-HSA-6782135' 'R-HSA-6782210' 'R-HSA-69091' 'R-HSA-69166' 'R-HSA-69183']"
ENSG00000182054,isocitrate dehydrogenase (NADP(+)) 2,protein_coding,['Plays a role in intermediary metabolism and energy production. It may tightly associate or interact with the pyruvate dehydrogenase complex.'],['R-HSA-2151201' 'R-HSA-71403']
ENSG00000182866,"LCK proto-oncogene, Src family tyrosine kinase",protein_coding,"['Non-receptor tyrosine-protein kinase that plays an essential role in the selection and maturation of developing T-cells in the thymus and in the function of mature T-cells. Plays a key role in T-cell antigen receptor (TCR)-linked signal transduction pathways. Constitutively associated with the cytoplasmic portions of the CD4 and CD8 surface receptors. Association of the TCR with a peptide antigen-bound MHC complex facilitates the interaction of CD4 and CD8 with MHC class II and class I molecules, respectively, thereby recruiting the associated LCK protein to the vicinity of the TCR/CD3 complex. LCK then phosphorylates tyrosine residues within the immunoreceptor tyrosine-based activation motifs (ITAM) of the cytoplasmic tails of the TCR-gamma chains and CD3 subunits, initiating the TCR/CD3 signaling pathway. Once stimulated, the TCR recruits the tyrosine kinase ZAP70, that becomes phosphorylated and activated by LCK. Following this, a large number of signaling molecules are recruited, ultimately leading to lymphokine production. LCK also contributes to signaling by other receptor molecules. Associates directly with the cytoplasmic tail of CD2, which leads to hyperphosphorylation and activation of LCK. Also plays a role in the IL2 receptor-linked signaling pathway that controls the T-cell proliferative response. Binding of IL2 to its receptor results in increased activity of LCK. Is expressed at all stages of thymocyte development and is required for the regulation of maturation events that are governed by both pre-TCR and mature alpha beta TCR. Phosphorylates other substrates including RUNX3, PTK2B/PYK2, the microtubule-associated protein MAPT, RHOH or TYROBP. Interacts with FYB2 (PubMed:27335501).']","['R-HSA-114604' 'R-HSA-1257604' 'R-HSA-1433557' 'R-HSA-1433559'
 'R-HSA-164944' 'R-HSA-167590' 'R-HSA-202424' 'R-HSA-202427'
 'R-HSA-202430' 'R-HSA-202433' 'R-HSA-210990' 'R-HSA-2219530'
 'R-HSA-2424491' 'R-HSA-389356' 'R-HSA-389357' 'R-HSA-389359'
 'R-HSA-389513' 'R-HSA-389948' 'R-HSA-6811558' 'R-HSA-9020558'
 'R-HSA-9670439' 'R-HSA-9706374']"
ENSG00000187498,collagen type IV alpha 1 chain,protein_coding,"[""Type IV collagen is the major structural component of glomerular basement membranes (GBM), forming a 'chicken-wire' meshwork together with laminins, proteoglycans and entactin/nidogen.""
 'Arresten, comprising the C-terminal NC1 domain, inhibits angiogenesis and tumor formation. The C-terminal half is found to possess the anti-angiogenic activity. Specifically inhibits endothelial cell proliferation, migration and tube formation.']","['R-HSA-1442490' 'R-HSA-1474244' 'R-HSA-1650814' 'R-HSA-186797'
 'R-HSA-2022090' 'R-HSA-216083' 'R-HSA-2214320' 'R-HSA-2243919'
 'R-HSA-3000157' 'R-HSA-3000171' 'R-HSA-3000178' 'R-HSA-3000480'
 'R-HSA-419037' 'R-HSA-8948216']"
ENSG00000188404,selectin L,protein_coding,"['Calcium-dependent lectin that mediates cell adhesion by binding to glycoproteins on neighboring cells (PubMed:12403782, PubMed:28489325, PubMed:28011641). Mediates the adherence of lymphocytes to endothelial cells of high endothelial venules in peripheral lymph nodes. Promotes initial tethering and rolling of leukocytes in endothelia (PubMed:12403782, PubMed:28011641).']",['R-HSA-198933' 'R-HSA-202733' 'R-HSA-6798695']
ENSG00000196557,calcium voltage-gated channel subunit alpha1 H,protein_coding,"[""Voltage-sensitive calcium channel that gives rise to T-type calcium currents. T-type calcium channels belong to the 'low-voltage activated (LVA)' group. A particularity of this type of channel is an opening at quite negative potentials, and a voltage-dependent inactivation (PubMed:9670923, PubMed:9930755, PubMed:27149520). T-type channels serve pacemaking functions in both central neurons and cardiac nodal cells and support calcium signaling in secretory cells and vascular smooth muscle (Probable). They may also be involved in the modulation of firing patterns of neurons (PubMed:15048902). In the adrenal zona glomerulosa, participates in the signaling pathway leading to aldosterone production in response to either AGT/angiotensin II, or hyperkalemia (PubMed:25907736, PubMed:27729216).""]",['R-HSA-419037']
ENSG00000197635,dipeptidyl peptidase 4,protein_coding,"['Cell surface glycoprotein receptor involved in the costimulatory signal essential for T-cell receptor (TCR)-mediated T-cell activation (PubMed:10951221, PubMed:10900005, PubMed:11772392, PubMed:17287217). Acts as a positive regulator of T-cell coactivation, by binding at least ADA, CAV1, IGF2R, and PTPRC (PubMed:10951221, PubMed:10900005, PubMed:11772392, PubMed:14691230). Its binding to CAV1 and CARD11 induces T-cell proliferation and NF-kappa-B activation in a T-cell receptor/CD3-dependent manner (PubMed:17287217). Its interaction with ADA also regulates lymphocyte-epithelial cell adhesion (PubMed:11772392). In association with FAP is involved in the pericellular proteolysis of the extracellular matrix (ECM), the migration and invasion of endothelial cells into the ECM (PubMed:16651416, PubMed:10593948). May be involved in the promotion of lymphatic endothelial cells adhesion, migration and tube formation (PubMed:18708048). When overexpressed, enhanced cell proliferation, a process inhibited by GPC3 (PubMed:17549790). Acts also as a serine exopeptidase with a dipeptidyl peptidase activity that regulates various physiological processes by cleaving peptides in the circulation, including many chemokines, mitogenic growth factors, neuropeptides and peptide hormones such as brain natriuretic peptide 32 (PubMed:16254193, PubMed:10570924). Removes N-terminal dipeptides sequentially from polypeptides having unsubstituted N-termini provided that the penultimate residue is proline (PubMed:10593948).'
 '(Microbial infection) Acts as a receptor for human coronavirus MERS-CoV-2.']",['R-HSA-381771' 'R-HSA-400511']
ENSG00000204262,collagen type V alpha 2 chain,protein_coding,"['Type V collagen is a member of group I collagen (fibrillar forming collagen). It is a minor connective tissue component of nearly ubiquitous distribution. Type V collagen binds to DNA, heparan sulfate, thrombospondin, heparin, and insulin. Type V collagen is a key determinant in the assembly of tissue-specific matrices (By similarity).']","['R-HSA-1442490' 'R-HSA-1474244' 'R-HSA-1650814' 'R-HSA-186797'
 'R-HSA-2022090' 'R-HSA-216083' 'R-HSA-3000170' 'R-HSA-3000171'
 'R-HSA-3000178' 'R-HSA-419037' 'R-HSA-8874081' 'R-HSA-8948216']"
ENSG00000204681,gamma-aminobutyric acid type B receptor subunit 1,protein_coding,"['Component of a heterodimeric G-protein coupled receptor for GABA, formed by GABBR1 and GABBR2 (PubMed:9872316, PubMed:9872744, PubMed:15617512, PubMed:18165688, PubMed:22660477, PubMed:24305054). Within the heterodimeric GABA receptor, only GABBR1 seems to bind agonists, while GABBR2 mediates coupling to G proteins (PubMed:18165688). Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors, such as adenylate cyclase (PubMed:10906333, PubMed:10773016, PubMed:10075644, PubMed:9872744, PubMed:24305054). Signaling inhibits adenylate cyclase, stimulates phospholipase A2, activates potassium channels, inactivates voltage-dependent calcium-channels and modulates inositol phospholipid hydrolysis (PubMed:10075644). Calcium is required for high affinity binding to GABA (By similarity). Plays a critical role in the fine-tuning of inhibitory synaptic transmission (PubMed:9844003). Pre-synaptic GABA receptor inhibits neurotransmitter release by down-regulating high-voltage activated calcium channels, whereas postsynaptic GABA receptor decreases neuronal excitability by activating a prominent inwardly rectifying potassium (Kir) conductance that underlies the late inhibitory postsynaptic potentials (PubMed:9844003, PubMed:9872316, PubMed:10075644, PubMed:9872744, PubMed:22660477). Not only implicated in synaptic inhibition but also in hippocampal long-term potentiation, slow wave sleep, muscle relaxation and antinociception (Probable). Activated by (-)-baclofen, cgp27492 and blocked by phaclofen (PubMed:9844003, PubMed:9872316, PubMed:24305054).'
 'Isoform 1E may regulate the formation of functional GABBR1/GABBR2 heterodimers by competing for GABBR2 binding. This could explain the observation that certain small molecule ligands exhibit differential affinity for central versus peripheral sites.']","['R-HSA-1296041' 'R-HSA-418594' 'R-HSA-420499' 'R-HSA-977444'
 'R-HSA-997272']"
